2022-10-23 20:19:05.385 | INFO     | __main__:<module>:83 - 使用嵌入法 ExtraTreesClassifier 进行特征选择,剩余(1093, 21)个特征
2022-10-23 20:19:05.386 | INFO     | __main__:<module>:92 - 剩余的特征是：['年龄', '糖尿病性肾病', '糖尿病性视网膜病变', '血红蛋白', '嗜碱性粒细胞绝对值', '白蛋白', '总胆红素', '尿素', '肌酐', '氯', '尿酸', '磷', '镁', '活化部分凝血活酶时间（APTT）', '葡萄糖', '尿蛋白定量', '24h尿蛋白定量', '空腹C肽', '餐后120分钟C肽', 'NLR', '胰岛素抵抗指数']
2022-10-23 20:19:05.387 | INFO     | __main__:<module>:113 - 使用 SMOTETomek 混合采样
2022-10-23 20:19:05.388 | INFO     | __main__:<module>:117 - 数据平衡前：非DPN组有490条,DPN组有603条
2022-10-23 20:19:05.417 | INFO     | __main__:<module>:119 - 数据平衡后：非DPN组有552条,DPN组有552条
2022-10-23 20:19:09.989 | WARNING  | __main__:<module>:31 - 0.712	0.74	0.661	0.698
2022-10-23 20:19:10.837 | WARNING  | __main__:<module>:31 - 0.658	0.661	0.661	0.661
2022-10-23 20:19:11.705 | WARNING  | __main__:<module>:31 - 0.793	0.833	0.727	0.777
2022-10-23 20:19:12.484 | WARNING  | __main__:<module>:31 - 0.793	0.808	0.764	0.785
2022-10-23 20:19:13.248 | WARNING  | __main__:<module>:31 - 0.709	0.689	0.764	0.724
2022-10-23 20:19:13.989 | WARNING  | __main__:<module>:31 - 0.691	0.706	0.655	0.679
2022-10-23 20:19:14.729 | WARNING  | __main__:<module>:31 - 0.727	0.727	0.727	0.727
2022-10-23 20:19:15.497 | WARNING  | __main__:<module>:31 - 0.718	0.714	0.727	0.721
2022-10-23 20:19:16.241 | WARNING  | __main__:<module>:31 - 0.791	0.808	0.764	0.785
2022-10-23 20:19:16.976 | WARNING  | __main__:<module>:31 - 0.782	0.804	0.745	0.774
2022-10-23 20:19:16.977 | WARNING  | __main__:<module>:33 - accuracy		mean:0.737	std:0.046
2022-10-23 20:19:16.979 | WARNING  | __main__:<module>:34 - precision		mean:0.749	std:0.057
2022-10-23 20:19:16.979 | WARNING  | __main__:<module>:35 - recall		mean:0.719	std:0.042
2022-10-23 20:19:16.980 | WARNING  | __main__:<module>:36 - f1		mean:0.733	std:0.043
2022-10-23 20:21:26.977 | WARNING  | __main__:<module>:22 - {'objective': 'binary:logistic', 'use_label_encoder': False, 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': 0.498638041894036, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'gamma': 7.8769514383653e-07, 'gpu_id': None, 'grow_policy': 'lossguide', 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.20618154949954354, 'max_bin': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 14, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 560, 'n_jobs': None, 'num_parallel_tree': None, 'predictor': None, 'random_state': None, 'reg_alpha': 1.3717061473857957e-06, 'reg_lambda': 6.324658877453576e-06, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': 0.5952814636159525, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}
2022-10-23 20:21:28.743 | WARNING  | __main__:<module>:39 - 0.712	0.75	0.643	0.692
2022-10-23 20:21:29.171 | WARNING  | __main__:<module>:39 - 0.676	0.685	0.661	0.673
2022-10-23 20:21:29.633 | WARNING  | __main__:<module>:39 - 0.739	0.783	0.655	0.713
2022-10-23 20:21:30.059 | WARNING  | __main__:<module>:39 - 0.793	0.767	0.836	0.8
2022-10-23 20:21:30.488 | WARNING  | __main__:<module>:39 - 0.691	0.691	0.691	0.691
2022-10-23 20:21:30.917 | WARNING  | __main__:<module>:39 - 0.7	0.712	0.673	0.692
2022-10-23 20:21:31.400 | WARNING  | __main__:<module>:39 - 0.745	0.729	0.782	0.754
2022-10-23 20:21:31.842 | WARNING  | __main__:<module>:39 - 0.7	0.712	0.673	0.692
2022-10-23 20:21:32.291 | WARNING  | __main__:<module>:39 - 0.727	0.766	0.655	0.706
2022-10-23 20:21:32.726 | WARNING  | __main__:<module>:39 - 0.764	0.764	0.764	0.764
2022-10-23 20:21:32.727 | WARNING  | __main__:<module>:41 - accuracy		mean:0.725	std:0.034
2022-10-23 20:21:32.729 | WARNING  | __main__:<module>:42 - precision		mean:0.736	std:0.033
2022-10-23 20:21:32.730 | WARNING  | __main__:<module>:43 - recall		mean:0.703	std:0.063
2022-10-23 20:21:32.730 | WARNING  | __main__:<module>:44 - f1		mean:0.718	std:0.039
2022-10-23 20:21:51.361 | WARNING  | __main__:<module>:22 - {'objective': 'binary:logistic', 'use_label_encoder': False, 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': 0.498638041894036, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'gamma': 7.8769514383653e-07, 'gpu_id': None, 'grow_policy': 'lossguide', 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.20618154949954354, 'max_bin': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 14, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 560, 'n_jobs': None, 'num_parallel_tree': None, 'predictor': None, 'random_state': None, 'reg_alpha': 1.3717061473857957e-06, 'reg_lambda': 6.324658877453576e-06, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': 0.5952814636159525, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}
2022-10-23 20:21:53.232 | WARNING  | __main__:<module>:39 - 0.712	0.75	0.643	0.692
2022-10-23 20:21:53.673 | WARNING  | __main__:<module>:39 - 0.676	0.685	0.661	0.673
2022-10-23 20:21:54.143 | WARNING  | __main__:<module>:39 - 0.739	0.783	0.655	0.713
2022-10-23 20:21:54.573 | WARNING  | __main__:<module>:39 - 0.793	0.767	0.836	0.8
2022-10-23 20:21:54.996 | WARNING  | __main__:<module>:39 - 0.691	0.691	0.691	0.691
2022-10-23 20:21:55.410 | WARNING  | __main__:<module>:39 - 0.7	0.712	0.673	0.692
2022-10-23 20:21:55.830 | WARNING  | __main__:<module>:39 - 0.745	0.729	0.782	0.754
2022-10-23 20:21:56.240 | WARNING  | __main__:<module>:39 - 0.7	0.712	0.673	0.692
2022-10-23 20:21:56.657 | WARNING  | __main__:<module>:39 - 0.727	0.766	0.655	0.706
2022-10-23 20:21:57.079 | WARNING  | __main__:<module>:39 - 0.764	0.764	0.764	0.764
2022-10-23 20:21:57.080 | WARNING  | __main__:<module>:41 - accuracy		mean:0.725	std:0.034
2022-10-23 20:21:57.081 | WARNING  | __main__:<module>:42 - precision		mean:0.736	std:0.033
2022-10-23 20:21:57.082 | WARNING  | __main__:<module>:43 - recall		mean:0.703	std:0.063
2022-10-23 20:21:57.083 | WARNING  | __main__:<module>:44 - f1		mean:0.718	std:0.039
